Taxon	Agile	Amber	Apple	Brave	Cedar	Crown	Dance	Drive	Dwell	Eagle	Earth	Fleet	Giant	Glint	Grace	Honor	Inlet	Joker	Kneel	Knife	Latch	Lemon	Magic	Mover	North	Novel	Ocean	Outer	Overt	Paint	Quiet	Quirk	Roast	Rocky	Shore	Smart	Spark	Storm	Trend	Truce	Unity	Value	Vapor	Water	Woven	Zebra	taxonomy
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales	432	109	463	82	93	163	187	101	91	74	71	172	158	124	239	204	207	190	138	193	95	120	191	251	75	2	210	328	153	387	184	120	53	400	116	145	51	48	115	1	3	5	187	232	60	174	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Sulfolobales
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales	1	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	d__Archaea; p__Euryarchaeota; c__Archaeoglobi; o__Archaeoglobales
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales	0	0	0	1	3	2	0	2	1	1	0	0	1	1	2	6	2	0	4	0	0	0	2	1	0	0	2	0	2	3	5	4	0	0	1	1	0	1	0	0	1	0	4	0	0	1	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales	3	1	0	0	2	1	5	3	2	3	1	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales	2	0	1	1	0	5	0	2	4	0	1	0	0	2	2	3	1	1	0	1	1	2	2	0	0	0	1	2	1	3	2	0	1	1	2	0	1	1	3	0	0	0	2	0	0	1	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	5	3	1	1	1	55	53	245	0	2	0	52	77	42	3	2	4	7	1	38	21	1	51	0	1	0	4	1	4	0	23	204	1	7	1	1	2	0	2	1	0	0	17	14	0	2	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales	0	1	0	0	4	0	1	1	0	0	2	0	1	1	2	2	0	2	1	0	0	0	1	0	0	0	3	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	d__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	2	3	0	1	1	0	1	4	3	1	0	1	0	0	4	2	3	3	1	1	1	0	4	0	2	0	2	3	4	2	0	3	0	3	1	1	0	0	1	0	0	0	1	1	1	1	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales	4	5	2	1	1	1	0	2	4	4	1	0	4	2	3	6	3	2	2	1	0	1	6	0	2	0	4	1	3	1	2	1	2	5	1	0	0	4	2	0	0	0	1	4	4	2	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales	1	1	0	1	1	1	1	0	0	3	1	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	2	1	1	1	1	0	0	0	0	0	0	2	1	1	0	d__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Methanomassiliicoccales
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	d__Archaea; p__Thaumarchaeota; o__Nitrosopumilales
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	2	4	4	2	3	6	2	4	0	2	1	5	2	1	4	5	1	2	0	1	4	3	3	2	3	0	0	3	1	4	2	7	0	2	2	2	1	0	1	0	0	0	6	0	3	1	d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales
d__Bacteria|p__Acidobacteria|c__Solibacteres|o__Solibacterales	0	0	0	1	1	4	0	0	0	1	0	2	0	1	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	d__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
d__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Acidothermales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidothermales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	12	21	7	11	73	35	6	40	29	23	15	28	18	18	23	93	23	25	10	115	10	7	46	7	17	0	16	51	262	110	31	27	15	60	9	33	35	13	54	0	0	2	43	24	15	70	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinopolysporales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinopolysporales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	9191	40	270	3025	2804	1887	5118	2107	1791	3536	5440	1827	5459	3681	3355	5625	70	686	1267	4648	1822	24	563	1426	4852	0	639	4978	36242	88	9574	9724	241	1144	872	9674	10195	5778	4028	5	18	13	2674	9792	1010	4705	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Candidatus_Nanopelagicales	1	2	3	1	1	0	3	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Candidatus_Nanopelagicales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Catenulisporales	0	1	1	0	0	2	1	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	3	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Catenulisporales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	106	58	128	37	53	97	52	76	52	38	45	57	64	62	88	102	64	60	50	125	43	44	72	67	33	2	73	90	55	100	76	74	48	121	64	41	32	25	61	2	108	12	93	87	39	65	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales	1	0	0	1	3	3	0	2	1	0	0	2	2	2	3	10	2	2	0	3	0	0	1	1	1	0	2	0	3	1	3	1	0	0	1	0	1	0	2	0	0	0	2	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales	1	0	1	0	3	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Geodermatophilales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Glycomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Glycomycetales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Jiangellales	0	0	0	0	1	1	1	5	0	0	0	0	1	0	2	2	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Jiangellales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Kineosporiales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	65	33	18	16	89	42	31	75	32	27	8	30	30	31	31	78	46	34	21	93	16	25	33	12	25	0	36	19	41	11	75	70	21	56	17	39	10	14	40	0	15	0	53	47	30	19	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales	5	1	3	8	8	16	1	15	5	1	4	9	6	6	8	16	3	9	1	13	3	7	5	5	5	0	7	3	4	5	15	9	0	9	6	2	1	5	9	0	0	0	17	6	2	3	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Nakamurellales	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	5	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Nakamurellales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	56	6	8	4	22	15	1	30	10	17	3	8	14	9	18	31	6	6	6	45	5	3	15	9	8	2	75	10	13	10	42	18	0	14	15	8	7	1	12	3	7	7	21	6	9	14	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales	3	1	1	1	9	15	4	13	9	1	1	11	3	5	6	16	4	12	0	16	2	7	6	5	0	0	10	3	9	7	14	11	2	1	2	2	2	3	14	0	0	0	14	6	5	1	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	192	72	286	66	78	174	77	137	79	49	37	127	92	86	162	178	78	104	40	152	73	61	120	143	47	2	128	174	115	212	131	97	34	204	73	70	35	25	93	4	2	5	148	117	36	99	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales	0	2	2	3	2	7	0	6	4	2	1	4	1	2	4	9	3	0	1	3	2	1	3	0	2	0	1	2	5	4	5	0	2	1	3	3	4	2	6	0	0	1	12	2	2	1	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2581	73	307	973	3575	662	751	3160	22	871	10	232	1182	1014	1167	5245	239	18	378	1917	318	1624	916	7	1758	3	988	706	5444	6	4760	3681	201	134	1013	2376	946	691	1564	0	0	19	1179	1726	17	1303	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	137	83	100	74	490	377	31	194	1215	139	237	223	60	86	116	1127	91	713	64	932	38	322	65	428	255	1	236	58	1489	1191	345	528	53	147	115	491	279	142	312	0	0	17	182	53	160	83	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales	0	0	2	0	3	0	0	2	2	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	0	3	0	0	0	2	0	3	0	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales
d__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	1	0	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales	0	1	1	3	0	1	3	1	1	2	0	2	2	0	3	0	0	5	0	2	1	3	1	2	0	0	1	1	3	2	1	0	1	1	0	0	0	2	1	0	0	0	0	1	2	0	d__Bacteria; p__Aquificae; c__Aquificae; o__Aquificales
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales	0	1	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	d__Bacteria; p__Aquificae; c__Aquificae; o__Desulfurobacteriales
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	9226	4177	8519	5605	4834	3556	2837	292	12250	4968	6872	6770	4050	505	6795	7195	11371	10054	4439	7323	5863	8230	1478	9545	2368	27	9714	4378	4172	26845	1465	975	8132	11842	6977	4439	3723	5476	4537	236	5	298	6611	9409	5923	21113	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	2	5	2	0	3	0	9	1	2	4	2	0	1	0	0	3	3	1	0	1	2	2	4	0	1	0	1	8	1	2	1	0	1	2	4	2	3	0	1	0	0	0	2	0	1	0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	3	7	4	5	9	4	10	3	2	19	2	4	6	1	3	3	4	10	4	3	4	4	4	2	2	0	6	27	0	12	3	2	3	4	11	4	3	5	1	0	0	0	3	5	1	3	d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	20	20	19	16	19	24	45	23	16	32	10	8	16	10	18	19	16	24	9	13	12	28	38	18	9	1	25	55	7	37	25	12	5	25	54	17	8	9	20	0	0	0	19	11	15	14	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	65	58	52	30	57	30	85	14	41	52	23	51	41	26	78	26	41	93	18	44	35	124	53	34	22	0	89	110	33	88	21	15	60	49	65	40	19	28	23	1	0	0	54	37	39	57	d__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales
d__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales	1	0	0	0	0	1	1	0	0	4	0	1	0	1	0	0	0	2	0	1	0	0	2	0	0	0	0	1	1	2	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	15	11	9	6	4	5	25	2	5	18	9	2	3	11	9	4	11	10	4	6	2	10	15	2	1	0	9	27	4	21	8	0	0	14	6	7	1	2	4	0	0	0	6	7	0	8	d__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales
d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis	1	0	1	0	2	2	1	3	4	1	0	2	0	0	3	8	2	3	0	3	0	2	3	0	1	0	0	0	1	2	5	2	1	1	0	3	2	0	1	0	0	0	10	0	4	0	d__Bacteria; p__Bacteroidetes; o__Bacteroidetes_Order_II._Incertae_sedis
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Caldiserica; c__Caldisericia; o__Caldisericales
d__Bacteria|p__Calditrichaeota|c__Calditrichae|o__Calditrichales	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	2	1	1	0	d__Bacteria; p__Calditrichaeota; c__Calditrichae; o__Calditrichales
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	d__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Parachlamydiales
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	5	2	5	1	3	4	5	3	1	4	2	4	6	1	1	8	4	3	3	4	4	3	8	4	7	0	1	8	6	4	7	7	3	4	6	4	3	8	5	0	0	0	17	2	2	4	d__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	2	1	0	0	1	2	0	2	0	0	0	2	0	2	6	0	0	1	0	0	0	0	2	2	0	0	0	3	0	0	2	0	0	2	0	1	0	2	3	0	0	0	1	1	1	0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales
d__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales	1	0	1	0	2	2	0	2	1	0	0	1	2	0	2	2	2	0	0	1	0	0	0	0	1	0	1	0	0	0	3	2	1	0	1	0	0	1	1	0	0	0	0	2	0	1	d__Bacteria; p__Chloroflexi; c__Ardenticatenia; o__Ardenticatenales
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales	1	0	2	0	0	1	0	1	0	0	0	1	1	0	0	2	0	1	1	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	d__Bacteria; p__Chloroflexi; c__Caldilineae; o__Caldilineales
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	0	0	0	0	1	1	0	3	0	0	0	2	1	4	0	3	0	1	0	1	1	0	6	0	1	0	1	1	1	1	2	3	0	2	1	1	0	0	2	0	0	1	0	1	0	0	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0	1	1	2	7	1	1	1	0	2	0	5	0	3	2	2	0	1	0	0	5	1	1	0	0	0	3	2	2	2	0	2	4	0	3	1	4	0	0	0	0	0	0	1	1	1	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	0	0	0	1	2	1	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Thermomicrobiales
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Chrysiogenetes; c__Chrysiogenetes; o__Chrysiogenales
d__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria|o__Coprothermobacterales	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Coprothermobacterota; c__Coprothermobacteria; o__Coprothermobacterales
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Gloeobacteria; o__Gloeobacterales
